"UID","hub","travel_time","hub_type","hub_status","population","racks"
18,106,17,"Conventional","Active",1.42769202619619,20
19,46,25,"Conventional","Active",0.927802808461379,10
19,47,28,"Conventional","Active",0.927802808461379,10
19,49,20,"Conventional","Active",0.927802808461379,7
19,50,14,"Conventional","Active",0.927802808461379,10
19,51,10,"Conventional","Active",0.927802808461379,10
19,52,9,"Conventional","Active",0.927802808461379,10
19,55,30,"Conventional","Active",0.927802808461379,10
19,56,22,"Conventional","Active",0.927802808461379,5
19,71,16,"Conventional","Active",0.927802808461379,8
19,73,28,"Conventional","Active",0.927802808461379,11
19,103,8,"Conventional","Active",0.927802808461379,11
19,105,25,"Conventional","Active",0.927802808461379,10
19,106,16,"Conventional","Active",0.927802808461379,20
20,46,25,"Conventional","Active",0.283269967586888,10
20,47,28,"Conventional","Active",0.283269967586888,10
20,49,20,"Conventional","Active",0.283269967586888,7
20,50,15,"Conventional","Active",0.283269967586888,10
20,51,11,"Conventional","Active",0.283269967586888,10
20,52,9,"Conventional","Active",0.283269967586888,10
20,55,30,"Conventional","Active",0.283269967586888,10
20,56,22,"Conventional","Active",0.283269967586888,5
20,71,16,"Conventional","Active",0.283269967586888,8
20,73,29,"Conventional","Active",0.283269967586888,11
20,103,9,"Conventional","Active",0.283269967586888,11
20,105,25,"Conventional","Active",0.283269967586888,10
20,106,17,"Conventional","Active",0.283269967586888,20
31,115,26,"Conventional","Deactivated",0.134841719889991,1
32,115,26,"Conventional","Deactivated",0.134848686173512,1
33,2,28,"Conventional","Active",1.35015984516724,20
33,46,21,"Conventional","Active",1.35015984516724,10
33,47,24,"Conventional","Active",1.35015984516724,10
33,49,22,"Conventional","Active",1.35015984516724,7
33,50,10,"Conventional","Active",1.35015984516724,10
33,51,4,"Conventional","Active",1.35015984516724,10
33,52,11,"Conventional","Active",1.35015984516724,10
33,56,24,"Conventional","Active",1.35015984516724,5
33,71,12,"Conventional","Active",1.35015984516724,8
33,73,25,"Conventional","Active",1.35015984516724,11
33,103,4,"Conventional","Active",1.35015984516724,11
33,105,21,"Conventional","Active",1.35015984516724,10
33,106,12,"Conventional","Active",1.35015984516724,20
34,2,29,"Conventional","Active",3.24121032484181,20
34,46,22,"Conventional","Active",3.24121032484181,10
34,47,24,"Conventional","Active",3.24121032484181,10
34,49,23,"Conventional","Active",3.24121032484181,7
34,50,11,"Conventional","Active",3.24121032484181,10
34,51,5,"Conventional","Active",3.24121032484181,10
34,52,12,"Conventional","Active",3.24121032484181,10
34,56,25,"Conventional","Active",3.24121032484181,5
34,71,12,"Conventional","Active",3.24121032484181,8
34,73,25,"Conventional","Active",3.24121032484181,11
34,103,5,"Conventional","Active",3.24121032484181,11
34,105,21,"Conventional","Active",3.24121032484181,10
34,106,13,"Conventional","Active",3.24121032484181,20
35,2,29,"Conventional","Active",5.00004032210312,20
35,46,22,"Conventional","Active",5.00004032210312,10
35,47,25,"Conventional","Active",5.00004032210312,10
35,49,20,"Conventional","Active",5.00004032210312,7
35,50,11,"Conventional","Active",5.00004032210312,10
35,51,7,"Conventional","Active",5.00004032210312,10
35,52,9,"Conventional","Active",5.00004032210312,10
35,55,30,"Conventional","Active",5.00004032210312,10
35,56,22,"Conventional","Active",5.00004032210312,5
35,71,13,"Conventional","Active",5.00004032210312,8
35,73,25,"Conventional","Active",5.00004032210312,11
35,103,5,"Conventional","Active",5.00004032210312,11
35,105,22,"Conventional","Active",5.00004032210312,10
35,106,14,"Conventional","Active",5.00004032210312,20
36,46,22,"Conventional","Active",5.11117872579682,10
36,47,25,"Conventional","Active",5.11117872579682,10
36,49,20,"Conventional","Active",5.11117872579682,7
36,50,12,"Conventional","Active",5.11117872579682,10
36,51,8,"Conventional","Active",5.11117872579682,10
36,52,9,"Conventional","Active",5.11117872579682,10
36,55,29,"Conventional","Active",5.11117872579682,10
36,56,22,"Conventional","Active",5.11117872579682,5
36,71,13,"Conventional","Active",5.11117872579682,8
36,73,26,"Conventional","Active",5.11117872579682,11
36,103,6,"Conventional","Active",5.11117872579682,11
36,105,22,"Conventional","Active",5.11117872579682,10
36,106,14,"Conventional","Active",5.11117872579682,20
37,46,24,"Conventional","Active",3.62333081409522,10
37,47,27,"Conventional","Active",3.62333081409522,10
37,49,20,"Conventional","Active",3.62333081409522,7
37,50,14,"Conventional","Active",3.62333081409522,10
37,51,10,"Conventional","Active",3.62333081409522,10
37,52,9,"Conventional","Active",3.62333081409522,10
37,55,29,"Conventional","Active",3.62333081409522,10
37,56,21,"Conventional","Active",3.62333081409522,5
37,71,15,"Conventional","Active",3.62333081409522,8
37,73,28,"Conventional","Active",3.62333081409522,11
37,103,8,"Conventional","Active",3.62333081409522,11
37,105,24,"Conventional","Active",3.62333081409522,10
37,106,16,"Conventional","Active",3.62333081409522,20
38,46,24,"Conventional","Active",1.7220677843246,10
38,47,27,"Conventional","Active",1.7220677843246,10
38,49,19,"Conventional","Active",1.7220677843246,7
38,50,14,"Conventional","Active",1.7220677843246,10
38,51,10,"Conventional","Active",1.7220677843246,10
38,52,8,"Conventional","Active",1.7220677843246,10
38,55,29,"Conventional","Active",1.7220677843246,10
38,56,21,"Conventional","Active",1.7220677843246,5
38,71,15,"Conventional","Active",1.7220677843246,8
38,73,28,"Conventional","Active",1.7220677843246,11
38,103,8,"Conventional","Active",1.7220677843246,11
38,105,24,"Conventional","Active",1.7220677843246,10
38,106,16,"Conventional","Active",1.7220677843246,20
39,46,26,"Conventional","Active",0.395913067315124,10
39,47,28,"Conventional","Active",0.395913067315124,10
39,49,20,"Conventional","Active",0.395913067315124,7
39,50,15,"Conventional","Active",0.395913067315124,10
39,51,11,"Conventional","Active",0.395913067315124,10
39,52,9,"Conventional","Active",0.395913067315124,10
39,55,30,"Conventional","Active",0.395913067315124,10
39,56,22,"Conventional","Active",0.395913067315124,5
39,71,16,"Conventional","Active",0.395913067315124,8
39,73,29,"Conventional","Active",0.395913067315124,11
39,103,9,"Conventional","Active",0.395913067315124,11
39,105,25,"Conventional","Active",0.395913067315124,10
39,106,17,"Conventional","Active",0.395913067315124,20
58,4,28,"Conventional","Active",0.0677094107078994,12
58,115,23,"Conventional","Deactivated",0.0677094107078994,1
59,115,25,"Conventional","Deactivated",0.0556758736513213,1
60,46,24,"Conventional","Active",0.106194517544885,10
60,47,27,"Conventional","Active",0.106194517544885,10
60,49,26,"Conventional","Active",0.106194517544885,7
60,50,14,"Conventional","Active",0.106194517544885,10
60,51,8,"Conventional","Active",0.106194517544885,10
60,52,15,"Conventional","Active",0.106194517544885,10
60,56,27,"Conventional","Active",0.106194517544885,5
60,71,15,"Conventional","Active",0.106194517544885,8
60,73,28,"Conventional","Active",0.106194517544885,11
60,103,7,"Conventional","Active",0.106194517544885,11
60,105,24,"Conventional","Active",0.106194517544885,10
60,106,15,"Conventional","Active",0.106194517544885,20
61,2,28,"Conventional","Active",3.70326901048396,20
61,46,20,"Conventional","Active",3.70326901048396,10
61,47,23,"Conventional","Active",3.70326901048396,10
61,49,22,"Conventional","Active",3.70326901048396,7
61,50,10,"Conventional","Active",3.70326901048396,10
61,51,4,"Conventional","Active",3.70326901048396,10
61,52,11,"Conventional","Active",3.70326901048396,10
61,56,23,"Conventional","Active",3.70326901048396,5
61,71,11,"Conventional","Active",3.70326901048396,8
61,73,24,"Conventional","Active",3.70326901048396,11
61,103,4,"Conventional","Active",3.70326901048396,11
61,105,20,"Conventional","Active",3.70326901048396,10
61,106,12,"Conventional","Active",3.70326901048396,20
62,2,28,"Conventional","Active",7.83215199748266,20
62,46,21,"Conventional","Active",7.83215199748266,10
62,47,23,"Conventional","Active",7.83215199748266,10
62,49,21,"Conventional","Active",7.83215199748266,7
62,50,10,"Conventional","Active",7.83215199748266,10
62,51,6,"Conventional","Active",7.83215199748266,10
62,52,10,"Conventional","Active",7.83215199748266,10
62,56,23,"Conventional","Active",7.83215199748266,5
62,71,11,"Conventional","Active",7.83215199748266,8
62,73,24,"Conventional","Active",7.83215199748266,11
62,103,4,"Conventional","Active",7.83215199748266,11
62,105,20,"Conventional","Active",7.83215199748266,10
62,106,12,"Conventional","Active",7.83215199748266,20
63,2,28,"Conventional","Active",12.5501672841664,20
63,46,21,"Conventional","Active",12.5501672841664,10
63,47,24,"Conventional","Active",12.5501672841664,10
63,49,20,"Conventional","Active",12.5501672841664,7
63,50,10,"Conventional","Active",12.5501672841664,10
63,51,6,"Conventional","Active",12.5501672841664,10
63,52,9,"Conventional","Active",12.5501672841664,10
63,55,29,"Conventional","Active",12.5501672841664,10
63,56,22,"Conventional","Active",12.5501672841664,5
63,71,12,"Conventional","Active",12.5501672841664,8
63,73,25,"Conventional","Active",12.5501672841664,11
63,103,4,"Conventional","Active",12.5501672841664,11
63,105,21,"Conventional","Active",12.5501672841664,10
63,106,13,"Conventional","Active",12.5501672841664,20
64,2,29,"Conventional","Active",12.6833112563946,20
64,46,22,"Conventional","Active",12.6833112563946,10
64,47,25,"Conventional","Active",12.6833112563946,10
64,49,19,"Conventional","Active",12.6833112563946,7
64,50,11,"Conventional","Active",12.6833112563946,10
64,51,7,"Conventional","Active",12.6833112563946,10
64,52,8,"Conventional","Active",12.6833112563946,10
64,55,29,"Conventional","Active",12.6833112563946,10
64,56,21,"Conventional","Active",12.6833112563946,5
64,71,13,"Conventional","Active",12.6833112563946,8
64,73,25,"Conventional","Active",12.6833112563946,11
64,103,5,"Conventional","Active",12.6833112563946,11
64,105,22,"Conventional","Active",12.6833112563946,10
64,106,13,"Conventional","Active",12.6833112563946,20
65,46,23,"Conventional","Active",8.78033736111549,10
65,47,26,"Conventional","Active",8.78033736111549,10
65,49,19,"Conventional","Active",8.78033736111549,7
65,50,13,"Conventional","Active",8.78033736111549,10
65,51,9,"Conventional","Active",8.78033736111549,10
65,52,7,"Conventional","Active",8.78033736111549,10
65,55,28,"Conventional","Active",8.78033736111549,10
65,56,20,"Conventional","Active",8.78033736111549,5
65,71,14,"Conventional","Active",8.78033736111549,8
65,73,27,"Conventional","Active",8.78033736111549,11
65,103,7,"Conventional","Active",8.78033736111549,11
65,105,23,"Conventional","Active",8.78033736111549,10
65,106,15,"Conventional","Active",8.78033736111549,20
66,46,24,"Conventional","Active",4.32934796271098,10
66,47,27,"Conventional","Active",4.32934796271098,10
66,49,19,"Conventional","Active",4.32934796271098,7
66,50,13,"Conventional","Active",4.32934796271098,10
66,51,10,"Conventional","Active",4.32934796271098,10
66,52,8,"Conventional","Active",4.32934796271098,10
66,55,28,"Conventional","Active",4.32934796271098,10
66,56,21,"Conventional","Active",4.32934796271098,5
66,71,15,"Conventional","Active",4.32934796271098,8
66,73,27,"Conventional","Active",4.32934796271098,11
66,103,8,"Conventional","Active",4.32934796271098,11
66,105,24,"Conventional","Active",4.32934796271098,10
66,106,16,"Conventional","Active",4.32934796271098,20
67,46,26,"Conventional","Active",1.39273592681517,10
67,47,28,"Conventional","Active",1.39273592681517,10
67,49,21,"Conventional","Active",1.39273592681517,7
67,50,15,"Conventional","Active",1.39273592681517,10
67,51,11,"Conventional","Active",1.39273592681517,10
67,52,9,"Conventional","Active",1.39273592681517,10
67,56,22,"Conventional","Active",1.39273592681517,5
67,71,16,"Conventional","Active",1.39273592681517,8
67,73,29,"Conventional","Active",1.39273592681517,11
67,103,9,"Conventional","Active",1.39273592681517,11
67,105,25,"Conventional","Active",1.39273592681517,10
67,106,17,"Conventional","Active",1.39273592681517,20
68,46,26,"Conventional","Active",0.0621341075572454,10
68,47,29,"Conventional","Active",0.0621341075572454,10
68,49,21,"Conventional","Active",0.0621341075572454,7
68,50,15,"Conventional","Active",0.0621341075572454,10
68,51,11,"Conventional","Active",0.0621341075572454,10
68,52,10,"Conventional","Active",0.0621341075572454,10
68,56,23,"Conventional","Active",0.0621341075572454,5
68,71,17,"Conventional","Active",0.0621341075572454,8
68,73,30,"Conventional","Active",0.0621341075572454,11
68,103,9,"Conventional","Active",0.0621341075572454,11
68,105,26,"Conventional","Active",0.0621341075572454,10
68,106,18,"Conventional","Active",0.0621341075572454,20
84,2,29,"Conventional","Active",1.9149070182198,20
84,46,21,"Conventional","Active",1.9149070182198,10
84,47,24,"Conventional","Active",1.9149070182198,10
84,49,23,"Conventional","Active",1.9149070182198,7
84,50,11,"Conventional","Active",1.9149070182198,10
84,51,5,"Conventional","Active",1.9149070182198,10
84,52,12,"Conventional","Active",1.9149070182198,10
84,56,24,"Conventional","Active",1.9149070182198,5
84,71,12,"Conventional","Active",1.9149070182198,8
84,73,25,"Conventional","Active",1.9149070182198,11
84,103,4,"Conventional","Active",1.9149070182198,11
84,105,21,"Conventional","Active",1.9149070182198,10
84,106,12,"Conventional","Active",1.9149070182198,20
85,2,27,"Conventional","Active",4.01454954228132,20
85,45,29,"Conventional","Active",4.01454954228132,11
85,46,19,"Conventional","Active",4.01454954228132,10
85,47,22,"Conventional","Active",4.01454954228132,10
85,49,21,"Conventional","Active",4.01454954228132,7
85,50,9,"Conventional","Active",4.01454954228132,10
85,51,3,"Conventional","Active",4.01454954228132,10
85,52,10,"Conventional","Active",4.01454954228132,10
85,56,23,"Conventional","Active",4.01454954228132,5
85,71,10,"Conventional","Active",4.01454954228132,8
85,73,23,"Conventional","Active",4.01454954228132,11
85,103,2,"Conventional","Active",4.01454954228132,11
85,105,19,"Conventional","Active",4.01454954228132,10
85,106,11,"Conventional","Active",4.01454954228132,20
86,2,26,"Conventional","Active",7.70760301695693,20
86,45,29,"Conventional","Active",7.70760301695693,11
86,46,19,"Conventional","Active",7.70760301695693,10
86,47,22,"Conventional","Active",7.70760301695693,10
86,49,20,"Conventional","Active",7.70760301695693,7
86,50,8,"Conventional","Active",7.70760301695693,10
86,51,4,"Conventional","Active",7.70760301695693,10
86,52,9,"Conventional","Active",7.70760301695693,10
86,55,30,"Conventional","Active",7.70760301695693,10
86,56,22,"Conventional","Active",7.70760301695693,5
86,71,10,"Conventional","Active",7.70760301695693,8
86,73,23,"Conventional","Active",7.70760301695693,11
86,103,3,"Conventional","Active",7.70760301695693,11
86,105,19,"Conventional","Active",7.70760301695693,10
86,106,11,"Conventional","Active",7.70760301695693,20
87,2,27,"Conventional","Active",14.5635195452721,20
87,46,20,"Conventional","Active",14.5635195452721,10
87,47,23,"Conventional","Active",14.5635195452721,10
87,49,20,"Conventional","Active",14.5635195452721,7
87,50,9,"Conventional","Active",14.5635195452721,10
87,51,5,"Conventional","Active",14.5635195452721,10
87,52,9,"Conventional","Active",14.5635195452721,10
87,55,30,"Conventional","Active",14.5635195452721,10
87,56,22,"Conventional","Active",14.5635195452721,5
87,71,11,"Conventional","Active",14.5635195452721,8
87,73,23,"Conventional","Active",14.5635195452721,11
87,103,3,"Conventional","Active",14.5635195452721,11
87,105,20,"Conventional","Active",14.5635195452721,10
87,106,11,"Conventional","Active",14.5635195452721,20
88,2,28,"Conventional","Active",28.1418765811997,20
88,46,21,"Conventional","Active",28.1418765811997,10
88,47,24,"Conventional","Active",28.1418765811997,10
88,49,19,"Conventional","Active",28.1418765811997,7
88,50,10,"Conventional","Active",28.1418765811997,10
88,51,7,"Conventional","Active",28.1418765811997,10
88,52,8,"Conventional","Active",28.1418765811997,10
88,55,28,"Conventional","Active",28.1418765811997,10
88,56,21,"Conventional","Active",28.1418765811997,5
88,71,12,"Conventional","Active",28.1418765811997,8
88,73,25,"Conventional","Active",28.1418765811997,11
88,103,5,"Conventional","Active",28.1418765811997,11
88,105,21,"Conventional","Active",28.1418765811997,10
88,106,13,"Conventional","Active",28.1418765811997,20
89,2,29,"Conventional","Active",27.7569728801706,20
89,46,22,"Conventional","Active",27.7569728801706,10
89,47,25,"Conventional","Active",27.7569728801706,10
89,49,19,"Conventional","Active",27.7569728801706,7
89,50,11,"Conventional","Active",27.7569728801706,10
89,51,7,"Conventional","Active",27.7569728801706,10
89,52,8,"Conventional","Active",27.7569728801706,10
89,55,28,"Conventional","Active",27.7569728801706,10
89,56,21,"Conventional","Active",27.7569728801706,5
89,71,13,"Conventional","Active",27.7569728801706,8
89,73,25,"Conventional","Active",27.7569728801706,11
89,103,5,"Conventional","Active",27.7569728801706,11
89,105,21,"Conventional","Active",27.7569728801706,10
89,106,13,"Conventional","Active",27.7569728801706,20
90,46,23,"Conventional","Active",17.3337885928992,10
90,47,25,"Conventional","Active",17.3337885928992,10
90,49,18,"Conventional","Active",17.3337885928992,7
90,50,12,"Conventional","Active",17.3337885928992,10
90,51,8,"Conventional","Active",17.3337885928992,10
90,52,7,"Conventional","Active",17.3337885928992,10
90,55,27,"Conventional","Active",17.3337885928992,10
90,56,20,"Conventional","Active",17.3337885928992,5
90,71,13,"Conventional","Active",17.3337885928992,8
90,73,26,"Conventional","Active",17.3337885928992,11
90,103,6,"Conventional","Active",17.3337885928992,11
90,105,22,"Conventional","Active",17.3337885928992,10
90,106,14,"Conventional","Active",17.3337885928992,20
91,46,23,"Conventional","Active",7.57012514189023,10
91,47,26,"Conventional","Active",7.57012514189023,10
91,49,18,"Conventional","Active",7.57012514189023,7
91,50,12,"Conventional","Active",7.57012514189023,10
91,51,9,"Conventional","Active",7.57012514189023,10
91,52,7,"Conventional","Active",7.57012514189023,10
91,55,27,"Conventional","Active",7.57012514189023,10
91,56,20,"Conventional","Active",7.57012514189023,5
91,71,14,"Conventional","Active",7.57012514189023,8
91,73,27,"Conventional","Active",7.57012514189023,11
91,103,7,"Conventional","Active",7.57012514189023,11
91,105,23,"Conventional","Active",7.57012514189023,10
91,106,15,"Conventional","Active",7.57012514189023,20
92,46,25,"Conventional","Active",2.46937490362535,10
92,47,28,"Conventional","Active",2.46937490362535,10
92,49,18,"Conventional","Active",2.46937490362535,7
92,50,15,"Conventional","Active",2.46937490362535,10
92,51,11,"Conventional","Active",2.46937490362535,10
92,52,7,"Conventional","Active",2.46937490362535,10
92,55,26,"Conventional","Active",2.46937490362535,10
92,56,18,"Conventional","Active",2.46937490362535,5
92,71,16,"Conventional","Active",2.46937490362535,8
92,73,29,"Conventional","Active",2.46937490362535,11
92,103,9,"Conventional","Active",2.46937490362535,11
92,105,25,"Conventional","Active",2.46937490362535,10
92,106,17,"Conventional","Active",2.46937490362535,20
93,46,27,"Conventional","Active",0.332659047461216,10
93,47,29,"Conventional","Active",0.332659047461216,10
93,49,22,"Conventional","Active",0.332659047461216,7
93,50,16,"Conventional","Active",0.332659047461216,10
93,51,12,"Conventional","Active",0.332659047461216,10
93,52,11,"Conventional","Active",0.332659047461216,10
93,56,23,"Conventional","Active",0.332659047461216,5
93,71,18,"Conventional","Active",0.332659047461216,8
93,73,30,"Conventional","Active",0.332659047461216,11
93,103,10,"Conventional","Active",0.332659047461216,11
93,105,26,"Conventional","Active",0.332659047461216,10
93,106,18,"Conventional","Active",0.332659047461216,20
106,46,23,"Conventional","Active",0.505691382593072,10
106,47,25,"Conventional","Active",0.505691382593072,10
106,49,25,"Conventional","Active",0.505691382593072,7
106,50,13,"Conventional","Active",0.505691382593072,10
106,51,7,"Conventional","Active",0.505691382593072,10
106,52,14,"Conventional","Active",0.505691382593072,10
106,56,26,"Conventional","Active",0.505691382593072,5
106,71,14,"Conventional","Active",0.505691382593072,8
106,73,27,"Conventional","Active",0.505691382593072,11
106,103,6,"Conventional","Active",0.505691382593072,11
106,105,23,"Conventional","Active",0.505691382593072,10
106,106,14,"Conventional","Active",0.505691382593072,20
107,46,22,"Conventional","Active",1.53710835112462,10
107,47,25,"Conventional","Active",1.53710835112462,10
107,49,24,"Conventional","Active",1.53710835112462,7
107,50,12,"Conventional","Active",1.53710835112462,10
107,51,6,"Conventional","Active",1.53710835112462,10
107,52,13,"Conventional","Active",1.53710835112462,10
107,56,25,"Conventional","Active",1.53710835112462,5
107,71,13,"Conventional","Active",1.53710835112462,8
107,73,26,"Conventional","Active",1.53710835112462,11
107,103,5,"Conventional","Active",1.53710835112462,11
107,105,22,"Conventional","Active",1.53710835112462,10
107,106,13,"Conventional","Active",1.53710835112462,20
108,2,29,"Conventional","Active",3.18239290430587,20
108,46,21,"Conventional","Active",3.18239290430587,10
108,47,24,"Conventional","Active",3.18239290430587,10
108,49,23,"Conventional","Active",3.18239290430587,7
108,50,11,"Conventional","Active",3.18239290430587,10
108,51,5,"Conventional","Active",3.18239290430587,10
108,52,12,"Conventional","Active",3.18239290430587,10
108,56,25,"Conventional","Active",3.18239290430587,5
108,71,12,"Conventional","Active",3.18239290430587,8
108,73,25,"Conventional","Active",3.18239290430587,11
108,103,4,"Conventional","Active",3.18239290430587,11
108,105,21,"Conventional","Active",3.18239290430587,10
108,106,13,"Conventional","Active",3.18239290430587,20
109,2,29,"Conventional","Active",5.32585918810142,20
109,46,21,"Conventional","Active",5.32585918810142,10
109,47,23,"Conventional","Active",5.32585918810142,10
109,49,23,"Conventional","Active",5.32585918810142,7
109,50,11,"Conventional","Active",5.32585918810142,10
109,51,5,"Conventional","Active",5.32585918810142,10
109,52,12,"Conventional","Active",5.32585918810142,10
109,56,24,"Conventional","Active",5.32585918810142,5
109,71,12,"Conventional","Active",5.32585918810142,8
109,73,25,"Conventional","Active",5.32585918810142,11
109,103,4,"Conventional","Active",5.32585918810142,11
109,105,21,"Conventional","Active",5.32585918810142,10
109,106,12,"Conventional","Active",5.32585918810142,20
110,2,25,"Conventional","Active",8.55843745012266,20
110,45,28,"Conventional","Active",8.55843745012266,11
110,46,18,"Conventional","Active",8.55843745012266,10
110,47,21,"Conventional","Active",8.55843745012266,10
110,49,20,"Conventional","Active",8.55843745012266,7
110,50,8,"Conventional","Active",8.55843745012266,10
110,51,5,"Conventional","Active",8.55843745012266,10
110,52,9,"Conventional","Active",8.55843745012266,10
110,55,29,"Conventional","Active",8.55843745012266,10
110,56,21,"Conventional","Active",8.55843745012266,5
110,71,9,"Conventional","Active",8.55843745012266,8
110,73,21,"Conventional","Active",8.55843745012266,11
110,103,3,"Conventional","Active",8.55843745012266,11
110,105,18,"Conventional","Active",8.55843745012266,10
110,106,10,"Conventional","Active",8.55843745012266,20
110,130,29,"Conventional","Active",8.55843745012266,10
111,2,26,"Conventional","Active",11.259069614156,20
111,45,29,"Conventional","Active",11.259069614156,11
111,46,19,"Conventional","Active",11.259069614156,10
111,47,22,"Conventional","Active",11.259069614156,10
111,49,20,"Conventional","Active",11.259069614156,7
111,50,8,"Conventional","Active",11.259069614156,10
111,51,5,"Conventional","Active",11.259069614156,10
111,52,9,"Conventional","Active",11.259069614156,10
111,55,30,"Conventional","Active",11.259069614156,10
111,56,22,"Conventional","Active",11.259069614156,5
111,71,10,"Conventional","Active",11.259069614156,8
111,73,23,"Conventional","Active",11.259069614156,11
111,103,3,"Conventional","Active",11.259069614156,11
111,105,19,"Conventional","Active",11.259069614156,10
111,106,11,"Conventional","Active",11.259069614156,20
112,2,29,"Conventional","Active",18.3463882154885,20
112,3,30,"Conventional","Active",18.3463882154885,16
112,46,22,"Conventional","Active",18.3463882154885,10
112,47,25,"Conventional","Active",18.3463882154885,10
112,49,18,"Conventional","Active",18.3463882154885,7
112,50,10,"Conventional","Active",18.3463882154885,10
112,51,8,"Conventional","Active",18.3463882154885,10
112,52,7,"Conventional","Active",18.3463882154885,10
112,55,28,"Conventional","Active",18.3463882154885,10
112,56,20,"Conventional","Active",18.3463882154885,5
112,71,13,"Conventional","Active",18.3463882154885,8
112,73,25,"Conventional","Active",18.3463882154885,11
112,103,6,"Conventional","Active",18.3463882154885,11
112,105,21,"Conventional","Active",18.3463882154885,10
112,106,13,"Conventional","Active",18.3463882154885,20
113,2,29,"Conventional","Active",32.4303876357314,20
113,3,30,"Conventional","Active",32.4303876357314,16
113,46,22,"Conventional","Active",32.4303876357314,10
113,47,24,"Conventional","Active",32.4303876357314,10
113,49,18,"Conventional","Active",32.4303876357314,7
113,50,10,"Conventional","Active",32.4303876357314,10
113,51,8,"Conventional","Active",32.4303876357314,10
113,52,7,"Conventional","Active",32.4303876357314,10
113,55,28,"Conventional","Active",32.4303876357314,10
113,56,20,"Conventional","Active",32.4303876357314,5
113,71,12,"Conventional","Active",32.4303876357314,8
113,73,25,"Conventional","Active",32.4303876357314,11
113,103,6,"Conventional","Active",32.4303876357314,11
113,105,21,"Conventional","Active",32.4303876357314,10
113,106,13,"Conventional","Active",32.4303876357314,20
114,46,24,"Conventional","Active",27.5919679525856,10
114,47,27,"Conventional","Active",27.5919679525856,10
114,49,17,"Conventional","Active",27.5919679525856,7
114,50,13,"Conventional","Active",27.5919679525856,10
114,51,10,"Conventional","Active",27.5919679525856,10
114,52,6,"Conventional","Active",27.5919679525856,10
114,55,27,"Conventional","Active",27.5919679525856,10
114,56,19,"Conventional","Active",27.5919679525856,5
114,71,15,"Conventional","Active",27.5919679525856,8
114,73,28,"Conventional","Active",27.5919679525856,11
114,97,30,"Conventional","Active",27.5919679525856,10
114,103,8,"Conventional","Active",27.5919679525856,11
114,105,24,"Conventional","Active",27.5919679525856,10
114,106,16,"Conventional","Active",27.5919679525856,20
115,46,24,"Conventional","Active",8.79817671666167,10
115,47,27,"Conventional","Active",8.79817671666167,10
115,49,18,"Conventional","Active",8.79817671666167,7
115,50,13,"Conventional","Active",8.79817671666167,10
115,51,9,"Conventional","Active",8.79817671666167,10
115,52,7,"Conventional","Active",8.79817671666167,10
115,55,26,"Conventional","Active",8.79817671666167,10
115,56,18,"Conventional","Active",8.79817671666167,5
115,71,15,"Conventional","Active",8.79817671666167,8
