"province","ID_INE","Date","Incidence","Median_Age","Male2Female","Older","GDPpc","Density","Transit","Mean_Temp_lag8","Humidity_lag8","Sunshine_Hours_lag8","Mean_Temp_lag11","Humidity_lag11","Sunshine_Hours_lag11","Mean_Temp_lag11w","Humidity_lag11w","Sunshine_Hours_lag11w"
"Albacete",2,"2020-03-24",155.299136711776,43.33,99.79,19.4,19.073,26.0033080613635,0,12.2375,82.6725,5.6875,11.1545454545455,85.8527272727273,4.41818181818182,9.56074467314787,89.4149797831507,2.36726702526734
"Albacete",2,"2020-03-25",193.731048749636,43.33,99.79,19.4,19.073,26.0033080613635,0,11.2625,85.2,4.625,10.5,88.2636363636364,3.77272727272727,9.05574467639469,91.492822795547,1.89970183337701
"Albacete",2,"2020-03-26",171.575636259651,43.33,99.79,19.4,19.073,26.0033080613635,0,10.3125,88.55,3.6,9.77272727272727,90.6909090909091,2.99090909090909,8.8356546521028,93.1432682072563,1.71213534674824
"Albacete",2,"2020-03-27",200.944438862654,43.33,99.79,19.4,19.073,26.0033080613635,0,9.3875,91.0375,2.6375,9.3,91.6909090909091,2.76363636363636,8.72363281746212,94.0396798540891,1.71649941380986
"Albacete",2,"2020-03-28",286.989878067945,43.33,99.79,19.4,19.073,26.0033080613635,0,8.7125,92.4125,1.9,8.75454545454545,91.1181818181818,2.80909090909091,8.70665412700233,93.2463762028638,2.4112809945695
"Albacete",2,"2020-03-29",357.062810594409,43.33,99.79,19.4,19.073,26.0033080613635,0,8.7875,92.65,1.475,8.49090909090909,91.2909090909091,2.5,8.66944424215584,91.2458728273962,3.44642718537284
"Albacete",2,"2020-03-30",395.963592989615,43.33,99.79,19.4,19.073,26.0033080613635,0,8.9875,91.8125,2.1625,8.53636363636364,90.3636363636364,3.38181818181818,8.24887047889384,90.1365754082597,4.09178814496671
"Albacete",2,"2020-03-31",439.759175818655,43.33,99.79,19.4,19.073,26.0033080613635,0,8.85,91.0625,2.925,8.45454545454546,89.9363636363636,4.06363636363636,7.93108444223951,89.089964467443,5.05640373593512
"Albacete",2,"2020-04-01",497.981538873732,43.33,99.79,19.4,19.073,26.0033080613635,0,8.2625,92.225,2.7125,8.53636363636364,90.3181818181818,4.04545454545455,8.08271751662534,87.6733511340435,6.0493293338419
"Albacete",2,"2020-04-02",540.489016325448,43.33,99.79,19.4,19.073,26.0033080613635,0,8.025,91.825,3.85,8.53636363636364,90.6727272727273,4.43636363636364,8.48717848057921,87.343644033831,6.20476010387706
"Albacete",2,"2020-04-03",614.683886059351,43.33,99.79,19.4,19.073,26.0033080613635,0,8.25,89.4625,5.1375,8.88181818181818,89.5363636363636,5.24545454545454,9.00088854270977,87.7471064724407,6.142862661326
"Albacete",2,"2020-04-04",656.418500284671,43.33,99.79,19.4,19.073,26.0033080613635,0,8.6375,88.8125,5.175,9.24545454545454,88.5454545454545,5.91818181818182,9.61005778173966,87.8112530284933,6.47729910583928
"Albacete",2,"2020-04-05",683.46871320849,43.33,99.79,19.4,19.073,26.0033080613635,0,8.5625,88.5125,5.5375,9.31818181818182,87.5545454545455,6.5,10.1096384669023,87.4086773499719,7.06685926677592
"Albacete",2,"2020-04-06",708.715578604054,43.33,99.79,19.4,19.073,26.0033080613635,0,9.0875,86.9625,6.7,9.62727272727273,86.1272727272727,7.34545454545454,10.4939876308507,86.5311686159572,7.71718152453458
"Albacete",2,"2020-04-07",729.582885716715,43.33,99.79,19.4,19.073,26.0033080613635,0,9.3125,86.7125,6.975,9.97272727272727,85.6363636363636,7.77272727272727,10.8216350767219,85.4570307605669,8.30825198823884
"Albacete",2,"2020-04-08",795.276259960275,43.33,99.79,19.4,19.073,26.0033080613635,0,9.4875,87.5125,6.975,10.4090909090909,86.6636363636364,7.23636363636364,11.3040588139075,84.8228125802123,8.62912711954346
"Albacete",2,"2020-04-09",827.478894393393,43.33,99.79,19.4,19.073,26.0033080613635,0,10.35,85.55,8.1375,11.3727272727273,85.5181818181818,7.99090909090909,12.0572609668797,84.7707582172792,8.37500537067831
"Albacete",2,"2020-04-10",861.2272552793,43.33,99.79,19.4,19.073,26.0033080613635,0,10.9625,85.3125,8.2,11.9090909090909,84.2636363636364,8.01818181818182,12.8077777000369,84.4221661517818,8.10042389412065
"Albacete",2,"2020-04-11",876.942140882661,43.33,99.79,19.4,19.073,26.0033080613635,0,11.5375,86.5625,7.2875,12.1272727272727,83.7454545454546,7.10909090909091,13.2664900074612,82.5869718747408,7.94057756874049
"Alicante/Alacant",3,"2020-03-13",2.09825989692702,43.58,98.4,19.2,18.302,319.525279802269,0,17.7,49.785,8.3875,17.3818181818182,51.0154545454545,8.84545454545454,16.8046102336771,46.953075206802,9.54864673385992
"Alicante/Alacant",3,"2020-03-14",3.06668754166256,43.58,98.4,19.2,18.302,319.525279802269,0,17.75,45.62625,8.675,17.2909090909091,51.0345454545454,9.22727272727273,16.5875149977064,50.9588349240609,9.88822260936406
"Alicante/Alacant",3,"2020-03-15",8.12403190861486,43.58,98.4,19.2,18.302,319.525279802269,0,17.1875,47.57375,9.075,17.1454545454545,52.7436363636363,9.27272727272727,16.5908210262227,55.6235716978038,10.0475298204851
"Alicante/Alacant",3,"2020-03-16",9.06555878544109,43.58,98.4,19.2,18.302,319.525279802269,0,17.2125,48.8825,9.775,17.1727272727273,55.0981818181818,9.76363636363636,16.7139213532512,60.065817147171,9.95723218802544
"Alicante/Alacant",3,"2020-03-17",10.0070856622673,43.58,98.4,19.2,18.302,319.525279802269,0,16.825,50.6925,9.8,16.5818181818182,57.4945454545455,9.68181818181818,16.6389482846526,64.758560464013,9.86986803123175
"Alicante/Alacant",3,"2020-03-18",15.763849994862,43.58,98.4,19.2,18.302,319.525279802269,0,16.4125,53.1775,9.6125,16.0272727272727,60.5109090909091,8.86363636363636,16.2457608596647,69.348887854466,9.43602226477744
"Alicante/Alacant",3,"2020-03-19",18.1849191067008,43.58,98.4,19.2,18.302,319.525279802269,0,16.525,58.6,10.1,15.9909090909091,64.8363636363637,8.37272727272727,15.7917000158554,73.3480694595641,8.06975544865274
"Alicante/Alacant",3,"2020-03-20",20.0141713245346,43.58,98.4,19.2,18.302,319.525279802269,0,16.375,63.4825,9.975,16.0090909090909,67.4518181818182,8.22727272727273,15.4804983153317,76.0420592172784,6.57110606195149
"Alicante/Alacant",3,"2020-03-21",20.0141713245346,43.58,98.4,19.2,18.302,319.525279802269,0,16.1625,67.33875,8.6375,15.7727272727273,69.9472727272727,8.1,15.2663466175378,76.7994884272432,6.08750647466886
"Alicante/Alacant",3,"2020-03-22",20.0141713245346,43.58,98.4,19.2,18.302,319.525279802269,0,15.7125,73.43375,7.7625,15.2636363636364,73.7436363636364,7.57272727272727,14.9365933071539,76.8924693972245,6.26714735570098
"Alicante/Alacant",3,"2020-03-23",32.4423260986408,43.58,98.4,19.2,18.302,319.525279802269,0,15.8375,74.1625,7.55,15.2454545454545,75.6454545454545,6.76363636363636,14.5728935153253,77.090993752511,5.99044747634965
"Alicante/Alacant",3,"2020-03-24",33.7873644941068,43.58,98.4,19.2,18.302,319.525279802269,0,15.4875,75.81625,7.3625,14.9727272727273,77.9390909090909,5.81818181818182,14.2741489851994,78.464248307172,5.09109118544563
"Alicante/Alacant",3,"2020-03-25",46.1079161965758,43.58,98.4,19.2,18.302,319.525279802269,0,14.9625,76.85125,6.4,14.7363636363636,80.2736363636364,5.11818181818182,14.085627015269,81.0046503978655,4.02592015117725
"Alicante/Alacant",3,"2020-03-26",55.8997957155685,43.58,98.4,19.2,18.302,319.525279802269,0,14.575,79.06375,5.625,14.3727272727273,82.6281818181818,4.41818181818182,14.0238502248463,84.1906847673668,3.18254119296462
"Alicante/Alacant",3,"2020-03-27",58.8050786497751,43.58,98.4,19.2,18.302,319.525279802269,0,14.1875,80.28875,4.35,13.9,82.2372727272727,3.55454545454545,13.8525118208257,86.3249802852565,2.45181595755479
"Alicante/Alacant",3,"2020-03-28",71.125630352244,43.58,98.4,19.2,18.302,319.525279802269,0,14.2875,82.01375,3.525,13.8090909090909,81.7554545454546,3.43636363636364,13.4903021160656,85.8503856560402,2.21206722991851
"Alicante/Alacant",3,"2020-03-29",93.2918631095243,43.58,98.4,19.2,18.302,319.525279802269,0,14.1375,83.58875,3.5,13.3727272727273,82.3281818181818,3.40909090909091,13.0405752055836,84.0914803941013,2.61805213430326
"Alicante/Alacant",3,"2020-03-30",98.9410243704817,43.58,98.4,19.2,18.302,319.525279802269,0,13.65,82.52625,3.475,13.0818181818182,81.5645454545455,3.96363636363636,12.4837484924107,82.8047577717683,2.98666771959354
"Alicante/Alacant",3,"2020-03-31",108.732903889474,43.58,98.4,19.2,18.302,319.525279802269,0,13.35,83.15,3.3875,12.9,81.2909090909091,4.24545454545455,12.139267890193,81.1733045001742,3.81033763509928
"Alicante/Alacant",3,"2020-04-01",116.910737333908,43.58,98.4,19.2,18.302,319.525279802269,0,12.8625,84.3625,2.1875,12.8090909090909,81.3818181818182,3.7,12.1479430952541,78.8125657583224,5.043854515661
"Alicante/Alacant",3,"2020-04-02",124.819563099248,43.58,98.4,19.2,18.302,319.525279802269,0,12.7125,84.1875,2.8,13.0363636363636,82.1454545454545,3.97272727272727,12.414213089163,77.5766961946485,5.75223821905301
"Alicante/Alacant",3,"2020-04-03",131.544755076578,43.58,98.4,19.2,18.302,319.525279802269,0,12.6125,81.925,4.0875,13.2181818181818,82.1272727272727,4.63636363636364,13.0087605434924,78.1225296370193,6.07089361112517
"Alicante/Alacant",3,"2020-04-04",137.678130159904,43.58,98.4,19.2,18.302,319.525279802269,0,12.5125,80.55,4.45,13.2272727272727,81.6727272727273,5.16363636363636,13.691797235044,79.5918604405327,6.4422757126253
"Alicante/Alacant",3,"2020-04-05",141.336634595571,43.58,98.4,19.2,18.302,319.525279802269,0,12.625,79.425,4.825,13.2272727272727,79.6818181818182,5.86363636363636,14.0878390884073,80.5365879080994,6.85702113383354
"Alicante/Alacant",3,"2020-04-06",143.811505243229,43.58,98.4,19.2,18.302,319.525279802269,0,12.9875,78.375,5.925,13.2454545454545,78.4545454545455,6.6,14.2550873857464,80.157550643277,7.44452351833879
"Alicante/Alacant",3,"2020-04-07",146.017368211793,43.58,98.4,19.2,18.302,319.525279802269,0,13.2625,79.5125,6.5625,13.4363636363636,78.7545454545455,7.29090909090909,14.2248025545444,79.564702930317,7.94435923355335
"Alicante/Alacant",3,"2020-04-08",150.805704899652,43.58,98.4,19.2,18.302,319.525279802269,0,13.4875,79.1625,6.8625,13.5636363636364,79.2,7.47272727272727,14.096980356997,79.1891219795759,8.31938294493156
"Alicante/Alacant",3,"2020-04-09",153.334377083128,43.58,98.4,19.2,18.302,319.525279802269,0,13.9625,78.2625,7.8875,14.0272727272727,78.7090909090909,8.50909090909091,14.0913098177459,79.1284953898527,8.82835135546811
"Alicante/Alacant",3,"2020-04-10",159.360149094816,43.58,98.4,19.2,18.302,319.525279802269,0,14.1375,78.6625,8.05,14.2090909090909,78.8181818181818,8.91818181818182,14.1668729780539,79.322433881394,9.44038183035884
"Alicante/Alacant",3,"2020-04-11",161.027996705194,43.58,98.4,19.2,18.302,319.525279802269,0,14.2625,80.275,7.825,14.3545454545455,79.4272727272727,8.5,14.2460303526902,79.0409875353526,9.92277308979764
"Almeria",4,"2020-03-13",1.25554532518624,40.19,102.49,20.05,19.078,81.681836204363,0,15.0375,65.40375,0,14.9818181818182,67.0627272727273,0,14.3472443289759,68.3319269258707,0
"Almeria",4,"2020-03-14",1.95307050584526,40.19,102.49,20.05,19.078,81.681836204363,0,14.8625,65.57875,0,14.9090909090909,64.9027272727273,0,14.4643225917796,68.2023137537106,0
"Almeria",4,"2020-03-15",1.95307050584526,40.19,102.49,20.05,19.078,81.681836204363,0,14.475,66.36625,0,14.7363636363636,64.9554545454545,0,14.7241287824447,66.3178784636609,0
"Almeria",4,"2020-03-16",3.62713093942691,40.19,102.49,20.05,19.078,81.681836204363,0,14.45,67.23625,0,14.6636363636364,67.1918181818182,0,14.9208730715727,65.8143204884914,0
"Almeria",4,"2020-03-17",3.62713093942691,40.19,102.49,20.05,19.078,81.681836204363,0,14.55,63.80375,0,14.5909090909091,67.1372727272727,0,14.9383852358608,67.4907435388545,0
"Almeria",4,"2020-03-18",4.18515108395413,40.19,102.49,20.05,19.078,81.681836204363,0,14.6625,63.98625,0,14.6272727272727,67.1890909090909,0,14.8703615874537,70.0128923152044,0
"Almeria",4,"2020-03-19",5.16168633687676,40.19,102.49,20.05,19.078,81.681836204363,0,14.575,68.68375,0,14.4727272727273,68.5836363636363,0,14.7339394007704,70.9512137224263,0
"Almeria",4,"2020-03-20",6.83574677045841,40.19,102.49,20.05,19.078,81.681836204363,0,14.675,71.16,0,14.8727272727273,68.2209090909091,0,14.6939418654859,69.0992242865679,0
"Almeria",4,"2020-03-21",7.39376691498563,40.19,102.49,20.05,19.078,81.681836204363,0,14.925,70.50875,0,15.3363636363636,66.2363636363636,0,15.1004764161299,65.664026411309,0
"Almeria",4,"2020-03-22",8.09129209564465,40.19,102.49,20.05,19.078,81.681836204363,0,14.65,67.85375,0,15.4818181818182,64.2981818181818,0,15.7268801438383,62.1047984446399,0
"Almeria",4,"2020-03-23",10.3233726737535,40.19,102.49,20.05,19.078,81.681836204363,0,15.1875,65.37875,0,15.5454545454545,63.6909090909091,0,16.1792254149843,60.0329170266484,0
"Almeria",4,"2020-03-24",12.6949582879942,40.19,102.49,20.05,19.078,81.681836204363,0,15.525,64.2675,0,15.3090909090909,66.1854545454545,0,16.0784440630676,61.2350377282428,0
"Almeria",4,"2020-03-25",16.0430791551575,40.19,102.49,20.05,19.078,81.681836204363,0,15.65,64.7475,0,15,68.0545454545455,0,15.4553223914839,65.3616028333442,0
"Almeria",4,"2020-03-26",18.6936748416618,40.19,102.49,20.05,19.078,81.681836204363,0,15.5875,64.6275,0,15.2090909090909,67.4054545454545,0,14.8847287167747,68.6617951153485,0
"Almeria",4,"2020-03-27",19.8097151307162,40.19,102.49,20.05,19.078,81.681836204363,0,15.3375,65.8525,0,15.0818181818182,65.5672727272727,0,14.7405747412208,69.1027765941938,0
"Almeria",4,"2020-03-28",24.1343712508022,40.19,102.49,20.05,19.078,81.681836204363,0,15.1125,65.065,0,15.1636363636364,65.14,0,14.6794457078235,68.0240795955448,0
"Almeria",4,"2020-03-29",27.9010072263609,40.19,102.49,20.05,19.078,81.681836204363,0,15.4625,64.28375,0,15.2727272727273,64.5190909090909,0,14.7341462782516,67.5235552122175,0
"Almeria",4,"2020-03-30",31.1096230573924,40.19,102.49,20.05,19.078,81.681836204363,0,15.4125,64.53625,0,15.4181818181818,65.0509090909091,0,14.905734688832,66.9507229719817,0
"Almeria",4,"2020-03-31",35.0157640690829,40.19,102.49,20.05,19.078,81.681836204363,0,15.075,66.92375,0,14.9727272727273,66.4781818181818,0,14.9364013909809,66.3461108126289,0
"Almeria",4,"2020-04-01",36.5503194665327,40.19,102.49,20.05,19.078,81.681836204363,0,14.8375,68.1475,0,14.8454545454545,68.8263636363636,0,14.842439227299,66.9498133646255,0
"Almeria",4,"2020-04-02",40.4564604782233,40.19,102.49,20.05,19.078,81.681836204363,0,14.5625,68.88875,0,14.6727272727273,71.4645454545455,0,14.8891042535846,69.265685029359,0
"Almeria",4,"2020-04-03",41.9910158756731,40.19,102.49,20.05,19.078,81.681836204363,0,14.4,69.21125,0,14.8,72.2445454545454,0,15.0593855380534,72.48824861314,0
"Almeria",4,"2020-04-04",44.5021065260456,40.19,102.49,20.05,19.078,81.681836204363,0,14.8875,67.89875,0,14.8,70.7445454545455,0,15.1413350886221,74.6861564904491,0
"Almeria",4,"2020-04-05",48.2687425016043,40.19,102.49,20.05,19.078,81.681836204363,0,15.2,69.43625,0,14.8,70.4627272727273,0,14.8464960371325,75.2372516702404,0
"Almeria",4,"2020-04-06",51.7563684048994,40.19,102.49,20.05,19.078,81.681836204363,0,15.025,71.28125,0,14.6909090909091,70.16,0,14.4535775013413,74.1150461310678,0
"Almeria",4,"2020-04-07",51.7563684048994,40.19,102.49,20.05,19.078,81.681836204363,0,14.95,72.97125,0,15.0727272727273,70.1545454545455,0,14.5212304107537,71.3816601104207,0
"Almeria",4,"2020-04-08",52.732903657822,40.19,102.49,20.05,19.078,81.681836204363,0,14.6125,72.38375,0,15.0636363636364,70.2181818181818,0,14.9181419917985,68.6120919541462,0
"Almeria",4,"2020-04-09",55.1044892720627,40.19,102.49,20.05,19.078,81.681836204363,0,14.6625,72.04,0,15.0363636363636,71.2309090909091,0,15.2602494220544,68.021885322734,0
"Almeria",4,"2020-04-10",55.8020144527217,40.19,102.49,20.05,19.078,81.681836204363,0,14.9375,71.55375,0,15.1090909090909,71.1954545454546,0,15.450135767555,68.4648626187744,0
"Almeria",4,"2020-04-11",56.2205295611172,40.19,102.49,20.05,19.078,81.681836204363,0,15.2,72.06625,0,15.4454545454545,70.2763636363636,0,15.6201643880533,67.9913755163896,0
"Araba/alava",1,"2020-03-13",93.5005082205044,44.38,96.21,15.19,36.001,109.186485621905,0,8.6875,78.5,4.4625,8.93636363636364,78.0909090909091,5.13636363636364,7.67985116857999,81.7490260356779,4.5160696812893
"Araba/alava",1,"2020-03-14",108.581235352844,44.38,96.21,15.19,36.001,109.186485621905,0,7.95,81.25,4.0125,8.74545454545455,81.1818181818182,4.59090909090909,8.48504599933273,80.8616116426682,5.26958244506669
"Araba/alava",1,"2020-03-15",123.360347942536,44.38,96.21,15.19,36.001,109.186485621905,0,8.2125,81.25,4.5,8.57272727272727,81.2727272727273,4.41818181818182,9.07795036565839,81.035369336709,5.15720865097678
"Araba/alava",1,"2020-03-16",133.916856935174,44.38,96.21,15.19,36.001,109.186485621905,0,8.3875,80.875,4.7375,8.1,81.4545454545455,4.75454545454545,8.89017191156385,81.4721700699311,4.93594088820621
"Araba/alava",1,"2020-03-17",142.965293214578,44.38,96.21,15.19,36.001,109.186485621905,0,8.1125,82.25,4.375,7.73636363636363,81.2727272727273,5.30909090909091,8.3244881203594,81.04239859297,5.51131360535605
"Araba/alava",1,"2020-03-18",164.3799257425,44.38,96.21,15.19,36.001,109.186485621905,0,7.8,82.75,4.25,7.52727272727273,82.4545454545455,4.89090909090909,7.91198160046685,80.75711950867,6.09086727909604
"Araba/alava",1,"2020-03-19",187.302630983656,44.38,96.21,15.19,36.001,109.186485621905,0,8.025,81.625,5.225,7.88181818181818,83.2727272727273,4.61818181818182,7.62164035697835,82.0127702739352,5.6343752686774
"Araba/alava",1,"2020-03-20",212.035023480692,44.38,96.21,15.19,36.001,109.186485621905,0,8.4,80.375,6.125,8.33636363636364,83.2727272727273,5.10909090909091,7.60749331394796,84.3149952181447,4.71454518580468
"Araba/alava",1,"2020-03-21",241.593248660077,44.38,96.21,15.19,36.001,109.186485621905,0,8.175,81.125,5.525,8.71818181818182,82.0909090909091,5.5,8.08703014890164,85.5432287048575,4.52452909422966
"Araba/alava",1,"2020-03-22",275.072462893871,44.38,96.21,15.19,36.001,109.186485621905,0,8.3375,83,5.225,9.08181818181818,80.7272727272727,6.00909090909091,8.89220197977011,83.9238492638932,5.18652912444233
"Araba/alava",1,"2020-03-23",304.329073530609,44.38,96.21,15.19,36.001,109.186485621905,0,8.4375,83.875,4.95,9.15454545454545,79.5454545454545,6.1,9.57573518297586,80.0767712061772,6.11794841204395
"Araba/alava",1,"2020-03-24",364.048752974673,44.38,96.21,15.19,36.001,109.186485621905,0,8.3875,84,4.9625,8.86363636363636,80,6.21818181818182,9.94811819280389,76.4997675483993,7.16225441203019
"Araba/alava",1,"2020-03-25",432.816868698141,44.38,96.21,15.19,36.001,109.186485621905,0,8.4125,80.625,5.9625,8.9,79.0909090909091,6.46363636363636,10.0659344020008,74.7872362076388,7.86317742224767
"Araba/alava",1,"2020-03-26",485.599413661329,44.38,96.21,15.19,36.001,109.186485621905,0,9.0125,78.875,6.8125,9.31818181818182,78.2727272727273,6.98181818181818,10.1672552867861,74.8353342820281,7.77399140751192
"Araba/alava",1,"2020-03-27",536.572271368636,44.38,96.21,15.19,36.001,109.186485621905,0,9.4375,78.875,6.75,9.53636363636364,77.7272727272727,6.84545454545454,10.1739930208182,74.8759209529131,7.67007338194416
"Araba/alava",1,"2020-03-28",587.243514533297,44.38,96.21,15.19,36.001,109.186485621905,0,9.7125,79.25,5.9625,9.15454545454546,76.8181818181818,6.32727272727273,9.75037892540772,74.080501779065,7.65155240849806
"Araba/alava",1,"2020-03-29",618.008197883269,44.38,96.21,15.19,36.001,109.186485621905,0,10.2625,77,7.125,9.01818181818182,74.5454545454545,7.4,8.79172716958475,72.5493216981624,7.5287042202626
"Araba/alava",1,"2020-03-30",634.898612271489,44.38,96.21,15.19,36.001,109.186485621905,0,10.3,74,8.2875,8.95454545454546,72.0909090909091,8.44545454545455,7.72810367896161,70.8066718431992,7.89871063499024
"Araba/alava",1,"2020-03-31",678.632720955274,44.38,96.21,15.19,36.001,109.186485621905,0,9.525,71.5,7.8,8.46363636363636,71.4545454545455,8.4,7.00082219573906,69.9555442898402,8.48228119029044
"Araba/alava",1,"2020-04-01",707.889331592012,44.38,96.21,15.19,36.001,109.186485621905,0,8.5875,70.75,8.1375,7.60909090909091,72.4545454545455,8.05454545454545,6.37661859649006,71.1934661730695,8.55390536718279
"Araba/alava",1,"2020-04-02",738.050785856691,44.38,96.21,15.19,36.001,109.186485621905,0,8.1625,71.125,8.575,7.00909090909091,74.5454545454545,7.32727272727273,5.64105113819388,74.0037324824892,7.82663365367126
"Araba/alava",1,"2020-04-03",765.799323780195,44.38,96.21,15.19,36.001,109.186485621905,0,7.4875,72.75,8.1125,6.91818181818182,75.4727272727273,6.43636363636364,5.22248124494971,76.9954951192291,6.32342265059625
"Araba/alava",1,"2020-04-04",795.960778044874,44.38,96.21,15.19,36.001,109.186485621905,0,6.6625,73.625,7.4875,6.80909090909091,75.6727272727273,5.79090909090909,5.55122413224808,78.721358077516,4.75231057255663
"Araba/alava",1,"2020-04-05",806.818901580159,44.38,96.21,15.19,36.001,109.186485621905,0,5.8125,74.375,7.15,6.37272727272727,75.4181818181818,6.64545454545455,6.1189722609861,79.213934359297,4.14500401306223
"Araba/alava",1,"2020-04-06",827.630305022787,44.38,96.21,15.19,36.001,109.186485621905,0,5.7125,75.025,6.0625,6.17272727272727,75.8909090909091,6.83636363636364,6.51144066342206,79.1678006711701,4.94946381423817
"Araba/alava",1,"2020-04-07",846.330406666888,44.38,96.21,15.19,36.001,109.186485621905,0,5.6875,76.05,5.3,6.71818181818182,76.6363636363637,6.82727272727273,7.11475893493207,78.9604802407409,6.42324251652117
"Araba/alava",1,"2020-04-08",865.030508310989,44.38,96.21,15.19,36.001,109.186485621905,0,5.8875,77.325,6.4,7.5,77.5636363636364,6.6,8.33313418767,78.764208798234,7.32194784067111
"Araba/alava",1,"2020-04-09",877.09509001686,44.38,96.21,15.19,36.001,109.186485621905,0,6.35,78.85,6.35,8.2,78.6727272727273,5.74545454545455,9.68780451817416,78.6266179197488,6.84789409904213
"Araba/alava",1,"2020-04-10",901.827482513897,44.38,96.21,15.19,36.001,109.186485621905,0,7.225,80.25,6.0625,8.79090909090909,79.6909090909091,5.72727272727273,10.7710457207356,78.5276834602083,6.08773081419325
"Araba/alava",1,"2020-04-11",910.574304250654,44.38,96.21,15.19,36.001,109.186485621905,0,8.2,79.9,5.325,9.57272727272727,79.4363636363637,6.06363636363636,11.6573414763975,78.3836901635438,6.29060412804635
"Asturias",33,"2020-03-13",6.55064528744623,48.28,91.59,21.14,20.92,96.4456187062416,0,12.125,71.875,4.0625,11.9909090909091,73.2727272727273,5.19090909090909,11.575558897103,74.266318679391,5.32310045280553
"Asturias",33,"2020-03-14",8.99491591709034,48.28,91.59,21.14,20.92,96.4456187062416,0,11.8125,74.125,4.35,11.7363636363636,77.3636363636364,4.91818181818182,11.5746474349848,76.5934604925982,6.07193745688307
"Asturias",33,"2020-03-15",13.3946030504497,48.28,91.59,21.14,20.92,96.4456187062416,0,12.275,73,4.975,11.9636363636364,77.8181818181818,4.62727272727273,11.5227428346159,80.3132190515554,5.74265698509206
"Asturias",33,"2020-03-16",17.3054360578803,48.28,91.59,21.14,20.92,96.4456187062416,0,12.125,74.875,5.775,11.7272727272727,78.5454545454545,5.3,11.2984917141229,83.4494395352825,5.09910704824446
"Asturias",33,"2020-03-17",18.8697692608526,48.28,91.59,21.14,20.92,96.4456187062416,0,11.425,79,5.0625,11.2181818181818,80.9090909090909,5.14545454545454,11.0749740735122,84.7373289021973,5.16513242127851
"Asturias",33,"2020-03-18",23.660539694955,48.28,91.59,21.14,20.92,96.4456187062416,0,10.975,81.125,4.8,10.7454545454545,82.3636363636364,5.30909090909091,10.8693023734673,85.5186758050223,5.352973715022
"Asturias",33,"2020-03-19",28.5490809542433,48.28,91.59,21.14,20.92,96.4456187062416,0,11.2,80.625,5.6625,10.7272727272727,82.9090909090909,4.91818181818182,10.5138404381736,86.33839363163,5.13251639082807
