,ts_weight,generation_cost,emissions,gen_baseload_region1,gen_peaking_region1,transmission_region1_region2,transmission_region1_region5,transmission_region1_region6,demand_region2,gen_unmet_region2,gen_wind_region2,gen_storage_region2,level_storage_interday_region2,level_storage_intraday_region2,level_storage_region2,transmission_region2_region3,gen_baseload_region3,gen_peaking_region3,transmission_region3_region4,demand_region4,gen_unmet_region4,transmission_region4_region5,demand_region5,gen_unmet_region5,gen_wind_region5,gen_storage_region5,level_storage_interday_region5,level_storage_intraday_region5,level_storage_region5,transmission_region5_region6,gen_baseload_region6,gen_peaking_region6,gen_wind_region6,gen_storage_region6,level_storage_interday_region6,level_storage_intraday_region6,level_storage_region6
2020-07-01 10:00:00,1.0,1.122,19226.029,7.379,12.577,17.622,2.334,-0.0,64.61,0.0,36.765,0.0,0.0,0.0,0.0,-10.223,37.499,13.049,40.325,51.76,0.0,-11.435,40.49,0.0,49.591,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-01 11:00:00,1.0,0.892,16599.535,7.379,11.404,17.622,1.161,-0.0,63.55,0.0,40.138,0.0,0.0,0.0,0.0,-5.79,37.499,7.655,39.365,50.8,0.0,-11.435,40.66,0.0,50.934,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-01 12:00:00,1.0,0.679,14164.189,7.379,7.845,17.622,-2.399,-0.0,62.23,0.0,40.617,0.0,0.0,0.0,0.0,-3.991,37.499,5.127,38.635,50.07,0.0,-11.435,40.08,0.0,53.913,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-01 13:00:00,1.0,0.574,12969.756,7.379,3.645,17.622,-6.598,-0.0,61.28,0.0,37.194,0.0,0.0,0.0,0.0,-6.464,37.499,6.34,37.375,48.81,0.0,-11.435,39.42,0.0,57.453,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-01 14:00:00,1.0,0.428,11294.269,7.379,0.0,17.622,-10.243,-0.0,60.18,0.0,35.387,0.0,0.0,0.0,0.0,-7.171,37.499,5.797,36.125,47.56,0.0,-11.435,39.12,0.0,61.531,-0.733,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-01 15:00:00,1.0,0.389,10846.177,7.379,0.0,17.622,-10.243,-0.0,59.88,0.0,35.527,0.0,0.0,0.0,0.0,-6.731,37.499,4.676,35.445,46.88,0.0,-11.435,40.02,0.0,62.457,-0.759,0.0,0.697,0.697,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-01 16:00:00,1.0,0.394,10912.279,7.379,0.0,17.622,-10.243,-0.0,59.53,0.0,35.552,0.0,0.0,0.0,0.0,-6.356,37.499,4.842,35.985,47.42,0.0,-11.435,40.75,0.0,63.657,-1.229,0.0,1.417,1.417,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
2020-07-01 17:00:00,1.0,0.526,12416.128,7.379,1.076,17.622,-9.167,-0.0,58.66,0.0,32.129,0.0,0.0,0.0,0.0,-8.909,37.499,7.525,36.115,47.55,0.0,-11.435,40.36,0.0,60.962,0.0,0.0,2.585,2.585,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
2020-07-01 18:00:00,1.0,0.89,16577.504,7.379,9.006,17.622,-1.237,-0.0,56.35,0.0,25.365,0.0,0.0,0.0,0.0,-13.363,37.499,9.999,34.135,45.57,0.0,-11.435,39.37,0.0,52.042,0.0,0.0,2.585,2.585,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-01 19:00:00,1.0,1.129,19305.795,7.379,15.783,17.622,5.539,-0.0,54.26,0.0,22.181,0.0,0.0,0.0,0.0,-14.457,37.499,10.043,33.085,44.52,0.0,-11.435,37.99,0.0,43.885,0.0,0.0,2.585,2.585,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-01 20:00:00,1.0,1.124,19247.95,7.379,18.095,17.622,7.852,-0.0,52.49,0.0,25.967,0.0,0.0,0.0,0.0,-8.901,37.499,7.586,36.184,47.21,0.0,-11.026,36.78,0.0,37.498,2.455,0.0,2.585,2.585,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-01 21:00:00,1.0,0.823,15812.988,7.379,17.093,17.622,6.85,-0.0,48.7,0.0,34.257,0.0,0.0,0.0,0.0,3.179,37.499,0.0,40.678,48.27,0.0,-7.592,35.14,0.0,35.881,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-01 22:00:00,1.0,0.271,9499.04,7.379,1.308,8.17,0.517,-0.0,45.71,0.0,37.54,0.0,0.0,0.0,0.0,0.0,37.499,0.0,37.499,44.24,0.0,-6.741,31.56,0.0,37.783,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-01 23:00:00,1.0,0.225,8975.668,7.379,0.0,2.448,4.931,-0.0,43.89,0.0,41.442,0.0,0.0,0.0,0.0,0.0,37.499,0.0,37.499,41.03,0.0,-3.531,27.79,0.0,39.583,-13.193,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-02 00:00:00,1.0,0.225,8975.668,7.379,0.0,-1.677,9.056,-0.0,34.8,0.0,45.112,0.0,0.0,0.0,0.0,8.636,37.499,0.0,46.135,34.7,0.0,11.435,25.58,0.0,38.109,-33.019,0.0,12.534,12.534,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-02 01:00:00,1.0,0.225,8975.668,7.379,0.0,-2.864,10.243,0.0,34.72,0.0,47.546,-3.636,0.0,0.0,0.0,6.326,37.499,0.0,43.825,32.39,0.0,11.435,23.74,0.0,36.125,-34.064,0.0,43.904,43.904,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
2020-07-02 02:00:00,1.0,0.225,8975.668,7.379,0.0,-2.864,10.243,0.0,35.37,0.0,46.68,-2.88,0.0,3.454,3.454,5.566,37.499,0.0,43.065,31.63,0.0,11.435,22.85,0.0,34.152,-32.981,0.0,76.266,76.266,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
2020-07-02 03:00:00,1.0,0.225,8975.668,7.379,0.0,0.0,7.379,-0.0,37.31,0.0,41.722,0.0,0.0,6.19,6.19,4.412,37.499,0.0,41.912,32.52,0.0,9.392,22.4,0.0,32.423,-26.794,0.0,107.598,107.598,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
2020-07-02 04:00:00,1.0,0.225,8975.668,7.379,0.0,0.0,7.379,-0.0,43.17,0.0,40.757,0.0,0.0,6.19,6.19,-2.413,37.499,0.0,35.086,34.51,0.0,0.576,22.9,0.0,32.586,-17.641,0.0,133.053,133.053,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-02 05:00:00,1.0,0.225,8975.668,7.379,0.0,3.445,3.934,-0.0,48.5,0.0,45.055,0.0,0.0,6.19,6.19,0.0,37.499,0.0,37.499,37.96,0.0,-0.461,27.35,0.0,36.298,-12.421,0.0,149.812,149.812,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
2020-07-02 06:00:00,1.0,0.225,8975.668,7.379,0.0,0.0,7.379,-0.0,51.87,0.0,53.444,0.0,0.0,6.19,6.19,1.574,37.499,0.0,39.073,41.24,0.0,-2.167,32.81,0.0,39.156,-11.558,0.0,161.611,161.611,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-02 07:00:00,1.0,0.225,8975.668,7.379,0.0,3.636,3.743,-0.0,53.57,0.0,56.124,0.0,0.0,6.19,6.19,6.191,37.499,0.0,43.69,43.69,0.0,0.0,36.6,0.0,43.763,-10.906,0.0,172.59,172.59,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-02 08:00:00,1.0,0.225,8975.668,7.379,0.0,0.0,7.379,-0.0,55.39,0.0,55.778,0.0,0.0,6.19,6.19,0.388,37.499,0.0,37.887,45.1,0.0,-7.213,38.48,0.0,43.855,-5.541,0.0,182.95,182.95,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
2020-07-02 09:00:00,1.0,0.225,8975.668,7.379,0.0,2.244,5.135,-0.0,56.9,0.0,54.656,0.0,0.0,6.19,6.19,0.0,37.499,0.0,37.499,46.15,0.0,-8.651,39.14,0.0,42.573,0.082,0.0,188.213,188.213,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
2020-07-02 10:00:00,1.0,0.225,8975.668,7.379,0.0,7.379,0.0,-0.0,56.45,0.0,53.262,0.0,0.0,6.189,6.189,4.191,37.499,0.0,41.69,47.15,0.0,-5.46,39.67,0.0,39.238,5.892,0.0,188.125,188.125,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-02 11:00:00,1.0,0.225,8975.668,7.379,0.0,3.006,4.373,-0.0,55.39,0.0,49.649,0.0,0.0,6.189,6.189,-2.734,37.499,0.0,34.765,46.2,0.0,-11.435,39.84,0.0,38.77,8.133,0.0,181.921,181.921,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-02 12:00:00,1.0,0.225,8975.668,7.379,0.0,6.986,0.393,-0.0,54.08,0.0,43.619,0.0,0.0,6.189,6.189,-3.474,37.499,0.0,34.025,45.46,0.0,-11.435,39.26,0.0,39.716,10.587,0.0,173.359,173.359,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-02 13:00:00,1.0,0.225,8975.668,7.379,0.0,12.363,-4.984,-0.0,53.12,0.0,36.022,0.0,0.0,6.189,6.189,-4.734,37.499,0.0,32.765,44.2,0.0,-11.435,38.6,0.0,40.6,14.419,0.0,162.214,162.214,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-02 14:00:00,1.0,0.225,8975.668,7.379,0.0,15.624,-8.245,-0.0,52.02,0.0,30.421,0.0,0.0,6.189,6.189,-5.974,37.499,0.0,31.525,42.96,0.0,-11.435,38.3,0.0,41.15,16.831,0.0,147.035,147.035,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-02 15:00:00,1.0,0.225,8975.668,7.379,0.0,17.622,-10.243,-0.0,51.72,0.0,26.899,0.544,0.0,6.189,6.189,-6.654,37.499,0.0,30.845,42.28,0.0,-11.435,39.2,0.0,40.133,20.745,0.0,129.318,129.318,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-02 16:00:00,1.0,0.858,16213.551,7.379,18.095,17.622,7.852,-0.0,51.37,0.0,24.02,3.603,0.0,5.616,5.616,-6.124,37.499,0.0,31.375,42.81,0.0,-11.435,39.93,0.0,39.268,4.245,0.0,107.481,107.481,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-02 17:00:00,1.0,1.105,19032.513,7.379,18.095,17.622,7.852,-0.0,50.51,0.0,18.114,1.732,0.0,1.823,1.823,-13.042,37.499,7.047,31.505,42.94,0.0,-11.435,39.54,0.0,34.854,8.269,0.0,103.011,103.011,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-02 18:00:00,1.0,1.371,22080.178,7.379,18.095,17.622,7.852,-0.0,48.19,0.0,7.927,0.0,0.0,0.0,0.0,-22.641,37.499,14.667,29.525,40.96,0.0,-11.435,38.55,0.0,28.742,13.392,0.0,94.306,94.306,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-02 19:00:00,1.0,1.448,22956.354,7.379,18.095,17.622,7.852,-0.0,46.1,0.0,2.607,0.0,0.0,0.0,0.0,-25.871,37.499,16.857,28.485,39.92,0.0,-11.435,37.17,0.0,19.548,21.206,0.0,80.21,80.21,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-02 20:00:00,1.0,1.453,23014.201,7.379,18.095,17.622,7.852,-0.0,44.33,0.0,3.382,0.0,0.0,0.0,0.0,-23.326,37.499,17.002,31.175,42.61,0.0,-11.435,35.96,0.0,11.554,27.99,0.0,57.888,57.888,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-02 21:00:00,1.0,1.341,21728.567,7.379,18.095,17.622,7.852,-0.0,40.54,0.0,6.393,0.0,0.0,0.0,0.0,-16.525,37.499,13.788,34.762,43.66,0.0,-8.898,34.32,0.0,9.062,26.305,0.0,28.427,28.427,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-02 22:00:00,1.0,1.81,27093.229,7.379,18.095,15.231,10.243,-0.0,37.55,0.0,8.686,0.0,0.0,0.0,0.0,-13.634,37.499,27.199,51.065,39.63,0.0,11.435,30.74,0.0,8.36,0.702,0.0,0.739,0.739,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-02 23:00:00,1.0,1.506,23619.162,7.379,18.095,15.23,10.243,-0.0,35.73,0.0,11.449,0.0,0.0,0.0,0.0,-9.05,37.499,18.514,46.963,36.42,0.0,10.543,26.97,0.0,6.184,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-03 00:00:00,1.0,0.989,17707.672,7.379,18.095,16.537,8.937,-0.0,31.03,0.0,14.493,0.0,0.0,0.0,0.0,0.0,37.499,3.735,41.235,31.96,0.0,9.275,24.69,0.0,6.479,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-03 01:00:00,1.0,0.637,13684.637,7.379,11.772,8.908,10.243,-0.0,30.94,0.0,19.253,0.0,0.0,0.0,0.0,-2.779,37.499,0.0,34.72,29.66,0.0,5.06,22.86,0.0,7.557,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-03 02:00:00,1.0,0.288,9699.4,7.379,1.809,5.54,3.648,-0.0,31.59,0.0,26.05,0.0,0.0,0.0,0.0,0.0,37.499,0.0,37.499,28.89,0.0,8.609,21.97,0.0,9.713,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-03 03:00:00,1.0,0.225,8975.668,7.379,0.0,-2.146,9.525,0.0,33.53,0.0,35.676,0.0,0.0,0.0,0.0,0.0,37.499,0.0,37.499,29.78,0.0,7.719,21.52,0.0,14.208,-9.932,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
2020-07-03 04:00:00,1.0,0.225,8975.668,7.379,0.0,0.0,7.379,-0.0,39.39,0.0,44.222,-10.551,0.0,0.0,0.0,-5.719,37.499,0.0,31.78,31.78,0.0,0.0,22.02,0.0,19.771,-5.13,0.0,9.436,9.436,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-03 05:00:00,1.0,0.225,8975.668,7.379,0.0,0.0,7.379,-0.0,44.72,0.0,50.961,-6.241,0.0,10.024,10.024,0.0,37.499,0.0,37.499,35.23,0.0,2.269,26.46,0.0,26.565,-9.754,0.0,14.31,14.31,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-03 06:00:00,1.0,0.225,8975.668,7.379,0.0,0.0,7.379,-0.0,48.09,0.0,56.331,-8.241,0.0,15.952,15.952,0.0,37.499,0.0,37.499,38.5,0.0,-1.001,31.92,0.0,31.315,-5.773,0.0,23.576,23.576,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-03 07:00:00,1.0,0.225,8975.668,7.379,0.0,7.379,0.0,-0.0,49.79,0.0,67.104,-24.692,0.0,23.781,23.781,0.0,37.499,0.0,37.499,40.96,0.0,-3.461,35.71,0.0,40.356,-1.186,0.0,29.061,29.061,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
2020-07-03 08:00:00,1.0,0.225,8975.668,7.379,0.0,7.379,0.0,-0.0,51.61,0.0,71.855,-34.188,0.0,47.239,47.239,-6.564,37.499,0.0,30.935,42.37,0.0,-11.435,37.59,0.0,49.672,-0.647,0.0,30.187,30.187,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-03 09:00:00,1.0,0.225,8975.668,7.379,0.0,0.0,7.379,-0.0,53.13,0.0,73.331,-20.81,0.0,79.718,79.718,-0.608,37.499,0.0,36.891,43.42,0.0,-6.529,38.26,0.0,54.636,-17.226,0.0,30.802,30.802,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-03 10:00:00,1.0,0.225,8975.668,7.379,0.0,0.0,7.379,-0.0,52.68,0.0,73.62,-20.94,0.0,99.487,99.487,0.0,37.499,0.0,37.499,44.41,0.0,-6.911,38.78,0.0,56.609,-18.297,0.0,47.167,47.167,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-03 11:00:00,1.0,0.225,8975.668,7.379,0.0,0.0,7.379,-0.0,51.61,0.0,72.407,-20.797,0.0,119.379,119.379,0.0,37.499,0.0,37.499,43.46,0.0,-5.961,38.95,0.0,59.426,-21.894,0.0,64.549,64.549,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-03 12:00:00,1.0,0.225,8975.668,7.379,0.0,7.379,0.0,-0.0,50.3,0.0,69.578,-26.657,0.0,139.136,139.136,0.0,37.499,0.0,37.499,42.73,0.0,-5.231,38.37,0.0,64.094,-20.494,0.0,85.349,85.349,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-03 13:00:00,1.0,0.225,8975.668,7.379,0.0,7.379,0.0,-0.0,49.35,0.0,64.101,-22.13,0.0,164.459,164.459,0.0,37.499,0.0,37.499,41.47,0.0,-3.971,37.71,0.0,70.379,-28.699,0.0,104.819,104.819,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-03 14:00:00,1.0,0.225,8975.668,7.379,0.0,7.379,0.0,-0.0,48.25,0.0,57.56,-16.689,0.0,185.482,185.482,0.0,37.499,0.0,37.499,40.22,0.0,-2.721,37.42,0.0,74.59,-34.449,0.0,132.083,132.083,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-03 15:00:00,1.0,0.225,8975.668,7.379,0.0,7.379,0.0,-0.0,47.95,0.0,52.536,-11.965,0.0,201.334,201.334,0.0,37.499,0.0,37.499,39.54,0.0,-2.041,38.31,0.0,76.583,-36.233,0.0,164.81,164.81,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-03 16:00:00,1.0,0.225,8975.668,7.379,0.0,7.379,0.0,-0.0,47.6,0.0,50.194,-9.973,0.0,212.7,212.7,0.0,37.499,0.0,37.499,40.08,0.0,-2.581,39.05,0.0,76.41,-34.78,0.0,199.232,199.232,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-03 17:00:00,1.0,0.225,8975.668,7.379,0.0,7.379,0.0,-0.0,46.73,0.0,43.496,-4.145,0.0,222.172,222.172,0.0,37.499,0.0,37.499,40.21,0.0,-2.711,38.66,0.0,75.241,-33.87,0.0,232.272,232.272,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-03 18:00:00,1.0,0.225,8975.668,7.379,0.0,10.433,-3.054,-0.0,44.41,0.0,33.977,0.0,0.0,226.107,226.107,0.0,37.499,0.0,37.499,38.23,0.0,-0.731,37.67,0.0,70.654,-29.199,0.0,264.448,264.448,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-03 19:00:00,1.0,0.225,8975.668,7.379,0.0,7.379,0.0,-0.0,42.32,0.0,31.518,0.0,0.0,226.105,226.105,-3.423,37.499,0.0,34.077,37.18,0.0,-3.103,36.28,0.0,61.501,-22.117,0.0,292.186,292.186,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-03 20:00:00,1.0,0.225,8975.668,7.379,0.0,4.076,3.303,-0.0,40.56,0.0,36.484,0.0,0.0,226.102,226.102,0.0,37.499,0.0,37.499,39.87,0.0,-2.371,35.07,0.0,48.137,-13.999,0.0,313.196,313.196,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-03 21:00:00,1.0,0.225,8975.668,7.379,0.0,0.0,7.379,-0.0,36.77,0.0,42.159,-1.959,0.0,226.1,226.1,3.431,37.499,0.0,40.93,40.93,0.0,0.0,33.44,0.0,42.807,-16.746,0.0,326.493,326.493,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-03 22:00:00,1.0,0.225,8975.668,7.379,0.0,0.0,7.379,-0.0,33.78,0.0,40.897,-7.117,0.0,227.959,227.959,0.0,37.499,0.0,37.499,36.9,0.0,0.599,29.86,0.0,44.445,-22.563,0.0,342.399,342.399,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-03 23:00:00,1.0,0.225,8975.668,7.379,0.0,7.379,0.0,-0.0,31.95,0.0,41.054,-16.483,0.0,234.718,234.718,0.0,37.499,0.0,37.499,33.69,0.0,3.809,26.09,0.0,45.045,-22.764,0.0,363.832,363.832,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-04 00:00:00,1.0,0.225,8975.668,7.379,0.0,3.479,3.9,-0.0,42.57,0.0,39.091,0.0,0.0,250.375,250.375,0.0,37.499,0.0,37.499,38.64,0.0,-1.141,26.28,0.0,48.747,-25.226,0.0,385.456,385.456,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-04 01:00:00,1.0,0.225,8975.668,7.379,0.0,5.981,1.398,-0.0,42.49,0.0,36.509,0.0,0.0,250.372,250.372,0.0,37.499,0.0,37.499,36.34,0.0,1.159,24.45,0.0,51.371,-29.478,0.0,409.418,409.418,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-04 02:00:00,1.0,0.225,8975.668,7.379,0.0,7.379,0.0,-0.0,43.13,0.0,33.869,0.0,0.0,250.37,250.37,-1.882,37.499,0.0,35.618,35.57,0.0,0.048,23.56,0.0,54.931,-31.418,0.0,437.419,437.419,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-04 03:00:00,1.0,0.225,8975.668,7.379,0.0,7.379,0.0,-0.0,45.07,0.0,31.766,0.0,0.0,250.367,250.367,-5.925,37.499,0.0,31.574,36.46,0.0,-4.886,23.11,0.0,57.595,-29.599,0.0,467.264,467.264,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-04 04:00:00,1.0,0.225,8975.668,7.379,0.0,16.351,-8.972,-0.0,50.93,0.0,34.579,0.0,0.0,250.365,250.365,0.0,37.499,0.0,37.499,38.46,0.0,-0.961,23.61,0.0,59.304,-25.761,0.0,495.38,495.38,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-04 05:00:00,1.0,0.225,8975.668,7.379,0.0,12.473,-5.094,-0.0,56.27,0.0,36.773,0.0,0.0,250.362,250.362,-7.024,37.499,0.0,30.475,41.91,0.0,-11.435,28.06,0.0,63.809,-19.221,0.0,519.849,519.849,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-04 06:00:00,1.0,0.225,8975.668,7.379,0.0,17.008,-9.629,-0.0,59.63,0.0,38.868,0.0,0.0,250.36,250.36,-3.754,37.499,0.0,33.745,45.18,0.0,-11.435,33.52,0.0,69.342,-14.758,0.0,538.105,538.105,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
